13696,150370,352030,201660
13698,150150,352010,201860
13703,148230,350060,201830
13704,148400,350040,201640
13705,134250,336040,201790
13709,160450,362050,201600
13712,158360,360060,201700
13714,150790,352050,201260
13716,150210,352090,201880
13720,158580,360050,201470
13728,158530,359980,201450
13731,148410,350050,201640
13740,134370,336060,201690
13742,148500,350050,201550
13746,148430,350090,201660
13748,148210,350100,201890
13749,144220,346150,201930
13751,154810,356050,201240
13756,156430,358080,201650
13757,157600,358080,200480
13761,156540,358110,201570
13763,156300,358150,201850
13765,148120,350140,202020
13771,154120,356030,201910
13773,156610,358100,201490
13775,156160,358130,201970
13780,148240,350070,201830
13781,135170,336090,200920
13785,158480,360150,201670
13789,154610,356080,201470
13699,148470,349980,201510
13700,156150,358040,201890
13702,134110,335930,201820
13706,150350,351890,201540
13708,150650,351960,201310
13710,158130,359880,201750
13711,150340,351960,201620
13715,150940,352040,201100
13724,150330,351900,201570
13725,148180,349800,201620
13732,152220,353810,201590
13733,146490,347830,201340
13737,148250,349860,201610
13738,148330,349830,201500
13741,155130,355700,200570
13743,156240,357940,201700
13744,148370,349710,201340
13745,148220,349960,201740
13755,157020,358100,201080
13758,157450,357840,200390
13764,156190,357770,201580
13766,134480,336010,201530
13767,148480,349800,201320
13769,148430,349780,201350
13770,146160,347940,201780
13772,148500,349860,201360
13776,156150,357910,201760
13777,150120,351810,201690
13782,156430,358070,201640
13786,148290,350020,201730
13695,158710,359860,201150
13697,158570,360000,201430
13701,146510,347780,201270
13707,150640,351860,201220
13713,134260,335910,201650
13717,150190,351760,201570
13718,146850,348030,201180
13719,146430,347910,201480
13722,158140,359910,201770
13723,148110,349840,201730
13729,156330,357930,201600
13730,158430,359840,201410
13734,150500,351920,201420
13736,156330,357780,201450
13739,156210,358020,201810
13747,159170,359820,200650
13750,148160,350010,201850
13752,156530,357950,201420
13753,134120,335890,201770
13754,148300,350010,201710
13762,134250,336090,201840
13768,156400,357920,201520
13778,156350,357950,201600
13779,134560,336050,201490
13783,154120,154210,90
13784,154270,355890,201620
13787,154620,356070,201450
13788,156300,156490,190
13790,154440,355880,201440
13791,156550,357880,201330
14001,150510,352070,201560
14002,152940,354100,201160
14003,153010,354060,201050
14005,150530,352080,201550
14009,153400,354070,200670
14012,150780,352100,201320
14017,152130,354050,201920
14019,150480,352090,201610
14022,134320,336050,201730
14026,155000,356090,201090
14033,152740,154090,1350
14038,150240,152040,1800
14039,150320,352050,201730
14041,152900,154070,1170
14044,150120,352050,201930
14047,152500,354040,201540
14050,150410,352140,201730
14054,150320,352100,201780
14057,150310,352080,201770
14059,150420,352080,201660
14063,146570,348080,201510
14074,152110,153120,1010
14077,136820,138070,1250
14081,150200,352050,201850
14086,150460,352060,201600
14087,150150,352060,201910
14088,150760,352100,201340
14090,150780,352090,201310
14091,150130,352070,201940
14092,150360,352070,201710
14000,154330,355950,201620
14004,150270,352070,201800
14011,150200,151910,1710
14013,149490,350080,200590
14014,150250,352000,201750
14015,150300,152100,1800
14016,148110,149910,1800
14021,153430,354110,200680
14023,151040,352110,201070
14025,150290,352130,201840
14030,150410,352150,201740
14035,135150,336060,200910
14040,150350,352100,201750
14043,153350,154160,810
14045,148550,350130,201580
14048,146470,348100,201630
14052,134680,336060,201380
14055,134270,336110,201840
14056,146140,348110,201970
14058,150620,352070,201450
14064,150350,352020,201670
14069,146490,147020,530
14070,148200,149860,1660
14071,150810,352100,201290
14072,150120,150830,710
14073,150190,352090,201900
14075,146450,347990,201540
14076,144120,146320,2200
14080,154680,156270,1590
14083,150110,352090,201980
13997,152570,354070,201500
13998,152310,354120,201810
13999,153030,354120,201090
14007,152780,153940,1160
14008,152470,153100,630
14010,147220,348070,200850
14018,152840,154100,1260
14020,147270,348100,200830
14024,134980,336110,201130
14027,134250,336090,201840
14031,134120,136110,1990
14032,136410,338060,201650
14034,152160,354050,201890
14036,153010,354040,201030
14037,152440,354150,201710
14042,152440,354100,201660
14046,152620,354090,201470
14049,151010,352050,201040
14051,134950,336100,201150
14053,150290,352080,201790
14062,150700,352030,201330
14065,134530,336100,201570
14066,150440,352100,201660
14067,150180,352090,201910
14078,146850,348050,201200
14079,150980,352060,201080
14082,150220,352060,201840
14084,150470,352080,201610
14085,148140,350100,201960
14089,134480,336100,201620
13795,134310,336050,201740
13796,152200,354050,201850
13802,154210,356010,201800
13808,156070,156170,100
13809,154620,356030,201410
13813,154230,356080,201850
13814,148490,350050,201560
13817,155550,356150,200600
13819,156290,358070,201780
13820,154660,356060,201400
13835,134130,336090,201960
13840,154570,356080,201510
13842,154240,356120,201880
13844,154370,356130,201760
13848,154760,356100,201340
13849,154410,156350,1940
13850,154450,356100,201650
13853,156480,358100,201620
13855,152960,354070,201110
13860,152360,354060,201700
13863,152400,354110,201710
13874,134710,336120,201410
13875,134330,336100,201770
13876,152150,354100,201950
13880,152450,354130,201680
13883,154320,356090,201770
13886,154680,356080,201400
13888,157160,358090,200930
13890,134200,134300,100
13892,152590,152780,190
13794,150800,352130,201330
13799,154320,356140,201820
13800,155920,356120,200200
13803,134320,336100,201780
13815,155560,356120,200560
13818,153600,354110,200510
13821,154110,356130,202020
13822,154950,356140,201190
13824,154130,356070,201940
13825,134140,336080,201940
13829,158320,360120,201800
13833,154660,155560,900
13839,152910,153010,100
13841,152700,354150,201450
13843,148270,350140,201870
13846,134390,336090,201700
13852,134330,336060,201730
13856,150400,352120,201720
13857,152180,354140,201960
13859,134880,336080,201200
13864,152420,354070,201650
13865,153360,354110,200750
13871,153230,354130,200900
13873,154240,354100,199860
13877,152460,354080,201620
13878,152510,354090,201580
13879,152160,354140,201980
13881,134110,336110,202000
13882,154120,356150,202030
13893,154130,154140,10
13797,154480,356090,201610
13798,148360,350050,201690
13801,152120,354120,202000
13804,152250,153800,1550
13805,134400,135670,1270
13807,154500,356060,201560
13810,155570,356030,200460
13811,153000,354070,201070
13816,152140,354130,201990
13823,155100,356100,201000
13828,154300,356070,201770
13830,144500,346050,201550
13832,134490,134580,90
13834,152450,152910,460
13836,134310,336040,201730
13837,135000,136000,1000
13838,134620,336100,201480
13851,148320,350120,201800
13854,144210,346020,201810
13858,156740,358160,201420
13867,134310,336110,201800
13868,134750,336100,201350
13869,134180,336180,202000
13870,151690,352090,200400
13872,154510,156030,1520
13884,154150,356130,201980
13885,134890,336110,201220
13887,154840,356170,201330
13889,152980,354140,201160
13891,152800,152840,40
13898,152470,354090,201620
13899,152480,354070,201590
13905,144430,146060,1630
13908,152400,154030,1630
13911,156510,158040,1530
13913,134320,136240,1920
13914,152290,354150,201860
13915,153300,354050,200750
13916,152470,354080,201610
13926,134170,336120,201950
13931,153260,354090,200830
13935,154190,156090,1900
13936,152640,154090,1450
13937,152370,354140,201770
13943,154510,356090,201580
13945,152210,354100,201890
13946,152240,354170,201930
13951,134390,336090,201700
13955,148380,348130,199750
13958,134200,336100,201900
13967,154450,356050,201600
13969,152230,354110,201880
13972,148580,149650,1070
13973,148290,350100,201810
13974,150420,352130,201710
13979,152890,354140,201250
13983,134520,336120,201600
13990,134410,336130,201720
13992,150150,352100,201950
13993,146230,348090,201860
13896,134550,336140,201590
13903,152200,354170,201970
13904,150190,352150,201960
13906,152180,354200,202020
13907,148390,150030,1640
13910,152480,154020,1540
13920,156710,355890,199180
13921,152470,354210,201740
13923,149800,350160,200360
13925,150110,352200,202090
13933,154540,356160,201620
13934,152290,354050,201760
13938,134880,336160,201280
13942,152370,354190,201820
13947,136460,336160,199700
13950,152450,354170,201720
13952,152940,354070,201130
13953,155880,356200,200320
13960,135790,336070,200280
13961,152380,354190,201810
13964,134320,336160,201840
13965,152140,354160,202020
13968,134510,336140,201630
13971,134760,135470,710
13976,148360,149980,1620
13981,152880,154290,1410
13982,153030,354150,201120
13985,152390,354130,201740
13986,134310,336150,201840
13987,152350,354040,201690
13900,154120,356150,202030
13901,146160,348130,201970
13902,148470,150020,1550
13909,148390,150030,1640
13912,156360,358170,201810
13917,152510,354230,201720
13918,152230,353910,201680
13919,148580,350130,201550
13922,148930,349990,201060
13924,134150,336130,201980
13930,154580,354100,199520
13939,150490,352190,201700
13940,134210,336210,202000
13941,156360,158260,1900
13944,152160,354150,201990
13948,135290,336240,200950
13949,134110,336150,202040
13954,152320,354080,201760
13956,134140,336170,202030
13959,154380,356150,201770
13966,150440,352120,201680
13970,148160,148860,700
13975,134230,336110,201880
13977,134330,336120,201790
13978,152150,353990,201840
13980,152750,354180,201430
13984,150680,351990,201310
13988,148960,350200,201240
13991,152850,354120,201270
13994,150650,352130,201480
13696,150370,352030,201660
13698,150150,352010,201860
13703,148230,350060,201830
13704,148400,350040,201640
13705,134250,336040,201790
13709,160450,362050,201600
13712,158360,360060,201700
13714,150790,352050,201260
13716,150210,352090,201880
13720,158580,360050,201470
13728,158530,359980,201450
13731,148410,350050,201640
13740,134370,336060,201690
13742,148500,350050,201550
13746,148430,350090,201660
13748,148210,350100,201890
13749,144220,346150,201930
13751,154810,356050,201240
13756,156430,358080,201650
13757,157600,358080,200480
13761,156540,358110,201570
13763,156300,358150,201850
13765,148120,350140,202020
13771,154120,356030,201910
13773,156610,358100,201490
13775,156160,358130,201970
13780,148240,350070,201830
13781,135170,336090,200920
13785,158480,360150,201670
13789,154610,356080,201470
13699,148470,349980,201510
13700,156150,358040,201890
13702,134110,335930,201820
13706,150350,351890,201540
13708,150650,351960,201310
13710,158130,359880,201750
13711,150340,351960,201620
13715,150940,352040,201100
13724,150330,351900,201570
13725,148180,349800,201620
13732,152220,353810,201590
13733,146490,347830,201340
13737,148250,349860,201610
13738,148330,349830,201500
13741,155130,355700,200570
13743,156240,357940,201700
13744,148370,349710,201340
13745,148220,349960,201740
13755,157020,358100,201080
13758,157450,357840,200390
13764,156190,357770,201580
13766,134480,336010,201530
13767,148480,349800,201320
13769,148430,349780,201350
13770,146160,347940,201780
13772,148500,349860,201360
13776,156150,357910,201760
13777,150120,351810,201690
13782,156430,358070,201640
13786,148290,350020,201730
13695,158710,359860,201150
13697,158570,360000,201430
13701,146510,347780,201270
13707,150640,351860,201220
13713,134260,335910,201650
13717,150190,351760,201570
13718,146850,348030,201180
13719,146430,347910,201480
13722,158140,359910,201770
13723,148110,349840,201730
13729,156330,357930,201600
13730,158430,359840,201410
13734,150500,351920,201420
13736,156330,357780,201450
13739,156210,358020,201810
13747,159170,359820,200650
13750,148160,350010,201850
13752,156530,357950,201420
13753,134120,335890,201770
13754,148300,350010,201710
13762,134250,336090,201840
13768,156400,357920,201520
13778,156350,357950,201600
13779,134560,336050,201490
13783,154120,154210,90
13784,154270,355890,201620
13787,154620,356070,201450
13788,156300,156490,190
13790,154440,355880,201440
13791,156550,357880,201330
14001,150510,352070,201560
14002,152940,354100,201160
14003,153010,354060,201050
14005,150530,352080,201550
14009,153400,354070,200670
14012,150780,352100,201320
14017,152130,354050,201920
14019,150480,352090,201610
14022,134320,336050,201730
14026,155000,356090,201090
14033,152740,154090,1350
14038,150240,152040,1800
14039,150320,352050,201730
14041,152900,154070,1170
14044,150120,352050,201930
14047,152500,354040,201540
14050,150410,352140,201730
14054,150320,352100,201780
14057,150310,352080,201770
14059,150420,352080,201660
14063,146570,348080,201510
14074,152110,153120,1010
14077,136820,138070,1250
14081,150200,352050,201850
14086,150460,352060,201600
14087,150150,352060,201910
14088,150760,352100,201340
14090,150780,352090,201310
14091,150130,352070,201940
14092,150360,352070,201710
14000,154330,355950,201620
14004,150270,352070,201800
14011,150200,151910,1710
14013,149490,350080,200590
14014,150250,352000,201750
14015,150300,152100,1800
14016,148110,149910,1800
14021,153430,354110,200680
14023,151040,352110,201070
14025,150290,352130,201840
14030,150410,352150,201740
14035,135150,336060,200910
14040,150350,352100,201750
14043,153350,154160,810
14045,148550,350130,201580
14048,146470,348100,201630
14052,134680,336060,201380
14055,134270,336110,201840
14056,146140,348110,201970
14058,150620,352070,201450
14064,150350,352020,201670
14069,146490,147020,530
14070,148200,149860,1660
14071,150810,352100,201290
14072,150120,150830,710
14073,150190,352090,201900
14075,146450,347990,201540
14076,144120,146320,2200
14080,154680,156270,1590
14083,150110,352090,201980
13997,152570,354070,201500
13998,152310,354120,201810
13999,153030,354120,201090
14007,152780,153940,1160
14008,152470,153100,630
14010,147220,348070,200850
14018,152840,154100,1260
14020,147270,348100,200830
14024,134980,336110,201130
14027,134250,336090,201840
14031,134120,136110,1990
14032,136410,338060,201650
14034,152160,354050,201890
14036,153010,354040,201030
14037,152440,354150,201710
14042,152440,354100,201660
14046,152620,354090,201470
14049,151010,352050,201040
14051,134950,336100,201150
14053,150290,352080,201790
14062,150700,352030,201330
14065,134530,336100,201570
14066,150440,352100,201660
14067,150180,352090,201910
14078,146850,348050,201200
14079,150980,352060,201080
14082,150220,352060,201840
14084,150470,352080,201610
14085,148140,350100,201960
14089,134480,336100,201620
13795,134310,336050,201740
13796,152200,354050,201850
13802,154210,356010,201800
13808,156070,156170,100
13809,154620,356030,201410
13813,154230,356080,201850
13814,148490,350050,201560
13817,155550,356150,200600
13819,156290,358070,201780
13820,154660,356060,201400
13835,134130,336090,201960
13840,154570,356080,201510
13842,154240,356120,201880
13844,154370,356130,201760
13848,154760,356100,201340
13849,154410,156350,1940
13850,154450,356100,201650
13853,156480,358100,201620
13855,152960,354070,201110
13860,152360,354060,201700
13863,152400,354110,201710
13874,134710,336120,201410
13875,134330,336100,201770
13876,152150,354100,201950
13880,152450,354130,201680
13883,154320,356090,201770
13886,154680,356080,201400
13888,157160,358090,200930
13890,134200,134300,100
13892,152590,152780,190
13794,150800,352130,201330
13799,154320,356140,201820
13800,155920,356120,200200
13803,134320,336100,201780
13815,155560,356120,200560
13818,153600,354110,200510
13821,154110,356130,202020
13822,154950,356140,201190
13824,154130,356070,201940
13825,134140,336080,201940
13829,158320,360120,201800
13833,154660,155560,900
13839,152910,153010,100
13841,152700,354150,201450
13843,148270,350140,201870
13846,134390,336090,201700
13852,134330,336060,201730
13856,150400,352120,201720
13857,152180,354140,201960
13859,134880,336080,201200
13864,152420,354070,201650
13865,153360,354110,200750
13871,153230,354130,200900
13873,154240,354100,199860
13877,152460,354080,201620
13878,152510,354090,201580
13879,152160,354140,201980
13881,134110,336110,202000
13882,154120,356150,202030
13893,154130,154140,10
13797,154480,356090,201610
13798,148360,350050,201690
13801,152120,354120,202000
13804,152250,153800,1550
13805,134400,135670,1270
13807,154500,356060,201560
13810,155570,356030,200460
13811,153000,354070,201070
13816,152140,354130,201990
13823,155100,356100,201000
13828,154300,356070,201770
13830,144500,346050,201550
13832,134490,134580,90
13834,152450,152910,460
13836,134310,336040,201730
13837,135000,136000,1000
13838,134620,336100,201480
13851,148320,350120,201800
13854,144210,346020,201810
13858,156740,358160,201420
13867,134310,336110,201800
13868,134750,336100,201350
13869,134180,336180,202000
13870,151690,352090,200400
13872,154510,156030,1520
13884,154150,356130,201980
13885,134890,336110,201220
13887,154840,356170,201330
13889,152980,354140,201160
13891,152800,152840,40
13898,152470,354090,201620
13899,152480,354070,201590
13905,144430,146060,1630
13908,152400,154030,1630
13911,156510,158040,1530
13913,134320,136240,1920
13914,152290,354150,201860
13915,153300,354050,200750
13916,152470,354080,201610
13926,134170,336120,201950
13931,153260,354090,200830
13935,154190,156090,1900
13936,152640,154090,1450
13937,152370,354140,201770
13943,154510,356090,201580
13945,152210,354100,201890
13946,152240,354170,201930
13951,134390,336090,201700
13955,148380,348130,199750
13958,134200,336100,201900
13967,154450,356050,201600
13969,152230,354110,201880
13972,148580,149650,1070
13973,148290,350100,201810
13974,150420,352130,201710
13979,152890,354140,201250
13983,134520,336120,201600
13990,134410,336130,201720
13992,150150,352100,201950
13993,146230,348090,201860
13896,134550,336140,201590
13903,152200,354170,201970
13904,150190,352150,201960
13906,152180,354200,202020
13907,148390,150030,1640
13910,152480,154020,1540
13920,156710,355890,199180
13921,152470,354210,201740
13923,149800,350160,200360
13925,150110,352200,202090
13933,154540,356160,201620
13934,152290,354050,201760
13938,134880,336160,201280
13942,152370,354190,201820
13947,136460,336160,199700
13950,152450,354170,201720
13952,152940,354070,201130
13953,155880,356200,200320
13960,135790,336070,200280
13961,152380,354190,201810
13964,134320,336160,201840
13965,152140,354160,202020
13968,134510,336140,201630
13971,134760,135470,710
13976,148360,149980,1620
13981,152880,154290,1410
13982,153030,354150,201120
13985,152390,354130,201740
13986,134310,336150,201840
13987,152350,354040,201690
13900,154120,356150,202030
13901,146160,348130,201970
13902,148470,150020,1550
13909,148390,150030,1640
13912,156360,358170,201810
13917,152510,354230,201720
13918,152230,353910,201680
13919,148580,350130,201550
13922,148930,349990,201060
13924,134150,336130,201980
13930,154580,354100,199520
13939,150490,352190,201700
13940,134210,336210,202000
13941,156360,158260,1900
13944,152160,354150,201990
13948,135290,336240,200950
13949,134110,336150,202040
13954,152320,354080,201760
13956,134140,336170,202030
13959,154380,356150,201770
13966,150440,352120,201680
13970,148160,148860,700
13975,134230,336110,201880
13977,134330,336120,201790
13978,152150,353990,201840
13980,152750,354180,201430
13984,150680,351990,201310
13988,148960,350200,201240
13991,152850,354120,201270
13994,150650,352130,201480
13696,150370,352030,201660
13698,150150,352010,201860
13703,148230,350060,201830
13704,148400,350040,201640
13705,134250,336040,201790
13709,160450,362050,201600
13712,158360,360060,201700
13714,150790,352050,201260
13716,150210,352090,201880
13720,158580,360050,201470
13728,158530,359980,201450
13731,148410,350050,201640
13740,134370,336060,201690
13742,148500,350050,201550
13746,148430,350090,201660
13748,148210,350100,201890
13749,144220,346150,201930
13751,154810,356050,201240
13756,156430,358080,201650
13757,157600,358080,200480
13761,156540,358110,201570
13763,156300,358150,201850
13765,148120,350140,202020
13771,154120,356030,201910
13773,156610,358100,201490
13775,156160,358130,201970
13780,148240,350070,201830
13781,135170,336090,200920
13785,158480,360150,201670
13789,154610,356080,201470
13699,148470,349980,201510
13700,156150,358040,201890
13702,134110,335930,201820
13706,150350,351890,201540
13708,150650,351960,201310
13710,158130,359880,201750
13711,150340,351960,201620
13715,150940,352040,201100
13724,150330,351900,201570
13725,148180,349800,201620
13732,152220,353810,201590
13733,146490,347830,201340
13737,148250,349860,201610
13738,148330,349830,201500
13741,155130,355700,200570
13743,156240,357940,201700
13744,148370,349710,201340
13745,148220,349960,201740
13755,157020,358100,201080
13758,157450,357840,200390
13764,156190,357770,201580
13766,134480,336010,201530
13767,148480,349800,201320
13769,148430,349780,201350
13770,146160,347940,201780
13772,148500,349860,201360
13776,156150,357910,201760
13777,150120,351810,201690
13782,156430,358070,201640
13786,148290,350020,201730
13695,158710,359860,201150
13697,158570,360000,201430
13701,146510,347780,201270
13707,150640,351860,201220
13713,134260,335910,201650
13717,150190,351760,201570
13718,146850,348030,201180
13719,146430,347910,201480
13722,158140,359910,201770
13723,148110,349840,201730
13729,156330,357930,201600
13730,158430,359840,201410
13734,150500,351920,201420
13736,156330,357780,201450
13739,156210,358020,201810
13747,159170,359820,200650
13750,148160,350010,201850
13752,156530,357950,201420
13753,134120,335890,201770
13754,148300,350010,201710
13762,134250,336090,201840
13768,156400,357920,201520
13778,156350,357950,201600
13779,134560,336050,201490
13783,154120,154210,90
13784,154270,355890,201620
13787,154620,356070,201450
13788,156300,156490,190
13790,154440,355880,201440
13791,156550,357880,201330
14001,150510,352070,201560
14002,152940,354100,201160
14003,153010,354060,201050
14005,150530,352080,201550
14009,153400,354070,200670
14012,150780,352100,201320
14017,152130,354050,201920
14019,150480,352090,201610
14022,134320,336050,201730
14026,155000,356090,201090
14033,152740,154090,1350
14038,150240,152040,1800
14039,150320,352050,201730
14041,152900,154070,1170
14044,150120,352050,201930
14047,152500,354040,201540
14050,150410,352140,201730
14054,150320,352100,201780
14057,150310,352080,201770
14059,150420,352080,201660
14063,146570,348080,201510
14074,152110,153120,1010
14077,136820,138070,1250
14081,150200,352050,201850
14086,150460,352060,201600
14087,150150,352060,201910
14088,150760,352100,201340
14090,150780,352090,201310
14091,150130,352070,201940
14092,150360,352070,201710
14000,154330,355950,201620
14004,150270,352070,201800
14011,150200,151910,1710
14013,149490,350080,200590
14014,150250,352000,201750
14015,150300,152100,1800
14016,148110,149910,1800
14021,153430,354110,200680
14023,151040,352110,201070
14025,150290,352130,201840
14030,150410,352150,201740
14035,135150,336060,200910
14040,150350,352100,201750
14043,153350,154160,810
14045,148550,350130,201580
14048,146470,348100,201630
14052,134680,336060,201380
14055,134270,336110,201840
14056,146140,348110,201970
14058,150620,352070,201450
14064,150350,352020,201670
14069,146490,147020,530
14070,148200,149860,1660
14071,150810,352100,201290
14072,150120,150830,710
14073,150190,352090,201900
14075,146450,347990,201540
14076,144120,146320,2200
14080,154680,156270,1590
14083,150110,352090,201980
13997,152570,354070,201500
13998,152310,354120,201810
13999,153030,354120,201090
14007,152780,153940,1160
14008,152470,153100,630
14010,147220,348070,200850
14018,152840,154100,1260
14020,147270,348100,200830
14024,134980,336110,201130
14027,134250,336090,201840
14031,134120,136110,1990
14032,136410,338060,201650
14034,152160,354050,201890
14036,153010,354040,201030
14037,152440,354150,201710
14042,152440,354100,201660
14046,152620,354090,201470
14049,151010,352050,201040
14051,134950,336100,201150
14053,150290,352080,201790
14062,150700,352030,201330
14065,134530,336100,201570
14066,150440,352100,201660
14067,150180,352090,201910
14078,146850,348050,201200
14079,150980,352060,201080
14082,150220,352060,201840
14084,150470,352080,201610
14085,148140,350100,201960
14089,134480,336100,201620
13795,134310,336050,201740
13796,152200,354050,201850
13802,154210,356010,201800
13808,156070,156170,100
13809,154620,356030,201410
13813,154230,356080,201850
13814,148490,350050,201560
13817,155550,356150,200600
13819,156290,358070,201780
13820,154660,356060,201400
13835,134130,336090,201960
13840,154570,356080,201510
13842,154240,356120,201880
13696,150370,352030,201660
13698,150150,352010,201860
13703,148230,350060,201830
13704,148400,350040,201640
13705,134250,336040,201790
13709,160450,362050,201600
13712,158360,360060,201700
13714,150790,352050,201260
13716,150210,352090,201880
13720,158580,360050,201470
13728,158530,359980,201450
13731,148410,350050,201640
13740,134370,336060,201690
13742,148500,350050,201550
13746,148430,350090,201660
13748,148210,350100,201890
13749,144220,346150,201930
13751,154810,356050,201240
13756,156430,358080,201650
13757,157600,358080,200480
13761,156540,358110,201570
13763,156300,358150,201850
13765,148120,350140,202020
13771,154120,356030,201910
13773,156610,358100,201490
13775,156160,358130,201970
13780,148240,350070,201830
13781,135170,336090,200920
13785,158480,360150,201670
13789,154610,356080,201470
13699,148470,349980,201510
13700,156150,358040,201890
13702,134110,335930,201820
